Name													CRC32		Size
Hisshou 777 Fighter II [h7f2].rsn									A74BE1B2	67974
Hisshou 777 Fighter III [h7f3].rsn									003D1DA0	48889
Home Alone [ha].rsn											461416F5	43877
Home Alone 2 [ha2].rsn											A3307F64	34323
Hagane [hag].rsn											65299BEA	226612
Hanjuku Hero [hahe].rsn											0FD4F111	122977
Hajimari no Mori (The Forest of Beginnings) [haji].rsn							FCE37988	241086
Harapeko Bakka [hb].rsn											03588B78	144142
Hardball 3 [hb3].rsn											FDDC093E	76296
Hanna Barbera's Turbo Toons [hbtt].rsn									CBE88104	99084
Hiouden - Mamono Tachi Tono Chikai [hdn].rsn								3FA57117	189288
Heracles no Eikou III [he3].rsn										F0E3F083	106575
Heracles no Eikou IV - Kamigami kara no Okurimono [he4].rsn						627B53EF	173217
Hercules (Super Gameboy) [herc].rsn									4775D839	57905
Hanafuda [hf].rsn											B3230425	57217
Hanafuda Ou [hfo].rsn											5687C254	100817
Hourai Gakuen no Bouken [hgb].rsn									860B29CD	166032
Human Grand Prix [hgp].rsn										28080242	101326
Human Grand Prix 2 [hgp2].rsn										8E2C42D0	104056
Human Grand Prix 3 [hgp3].rsn										EF094EFC	126314
Human Grand Prix 4 [hgp4].rsn										40062A53	94314
Heisei Gunjin Shougi [hgs].rsn										8888C921	61130
Harley's Humongous Adventure [hha].rsn									CE9E7E8B	60001
Heian Huunden [hhu].rsn											8DCF1D70	58372
Honkakuha Igo - Gosei [higo].rsn									950408C5	31723
Home Improvement [himp].rsn										6B7668BF	112667
Hokuto no Ken 5 [hk5].rsn										9C140D60	70243
Hokuto no Ken 6 [hk6].rsn										651585FA	88876
Hokuto no Ken 7 [hk7].rsn										23A83877	55614
Hong Kong 97 [hk97].rsn											E0D9944A	25156
Hiryu no Ken S - Golden Fighter [hkgf].rsn								74BE74B5	64614
Honkaku Mahjong Tetsuman [hmat].rsn									AFC25711	50942
Habu Meijin no Omoshiro Shougi [hmos].rsn								20FB062E	65758
Haisei Mahjong Ryouga [hmr].rsn										C06A7311	98574
Hunchback of Notre Dame (Super Gameboy) [hnd].rsn							0BC1C91F	51762
Honoo no Toukyuuji - Dodge Danpei [hndd].rsn								4278532E	45050
Hayazashi Nidan - Morita Shogi [hnms].rsn								EA40A2CC	19432
Hebereke no Popun [hnp].rsn										292471F0	287426
Hook [hook].rsn												5D18DC39	71692
Hebereke no Oishii Puzzle wa Irimasekna [hopi].rsn							B4A0B67E	64621
Head-On Soccer [hos].rsn										7081CE04	152169
Hakunetsu Pro Yakyuu '93 - Ganba League [hp93].rsn							FD2ADFE1	188077
Hakunetsu Pro Yakyuu '94 - Ganba League 3 [hp94].rsn							1768D592	108839
Hakunetsu Pro Yakyuu - Ganba League [hpgl].rsn								22461FB7	227362
Hunt for Red October [hro].rsn										275E91D9	28939
Hero Senki [hs].rsn											CC49B453	124271
Honkaku Shougi Fuuunji Ryuuou [hsfr].rsn								94223B0B	84739
Hashire Hebereke [hsh].rsn										4627AF62	174435
Hurricanes Trainer [ht].rsn										66C64021	7380
Hat Trick Hero 2 [hth2].rsn										DBD45046	126544
Hit the Ice [hti].rsn											34218065	68555
Holy Umbrella [hu].rsn											7E42772D	143854
Incredible Hulk, The [hulk].rsn										E1D4A17E	137639
Humans [human].rsn											2442EDE1	52045
Hurricanes [hurr].rsn											E134CE76	84735
Hyper V-Ball (Super Volley II) [hvbsv].rsn								624321F1	112340
Hyper Iria [hyir].rsn											D639DB84	58730
Hysteria [hyst].rsn											1162C505	35050
Hansei Zarujirou Kun no Daibouken (Spanky's Quest) [hzkd].rsn						E0B12E40	54264
Hyper Zone [hzone].rsn											1A1F6635	56504
Iron Commando [icom].rsn										95A39634	53661
Idea no Hi [idea].rsn											FEA4A8DF	59663
Ignition Factor [igf].rsn										E24C2153	88914
Igo Club [igoc].rsn											0C464C83	37639
Itou Hatasu Rokudan no Shougi Dojo [ihrsd].rsn								1500CF34	38761
Indiana Jones' Greatest Adventures [ijga].rsn								F17FA110	163097
Ihatovo Monogatari [im].rsn										ADB70263	113347
Imperium [imp].rsn											09FCDF52	84485
Incantation [inca].rsn											C88C7AA2	59457
Inindo - Way of the Ninja (Super Inindo - Datou Nobunaga) [ini].rsn					CCC96F85	59373
Illvanian no Shiro [ins].rsn										879BBE59	103269
Illusion of Gaia [iog].rsn										C86F4075	185724
Ippatsu Gyakuten - Keiba Keirin Kyotei [ipgt].rsn							B0FCF42C	100556
Itadaki Street 2 [is2].rsn										0371B95E	168624
Inazuma Serve da!! [isbv].rsn										65FB765D	94892
Itchy and Scratchy Game [isg].rsn									BAAEF3E4	117449
International Superstar Soccer [iss].rsn								E919DCCB	101826
International Superstar Soccer Deluxe [issdx].rsn							F450DFF3	75075
International Tennis Tour [itt].rsn									18CB2D3B	98629
Izzy's Quest for the Olympic Rings [izzy].rsn								00785C74	111250
Jammit [jamit].rsn											DC270018	147198
Jungle Book, The [jbook].rsn										40BC84E1	115642
Jelly Boy [jboy].rsn											E293397F	149609
Jelly Boy 2 [jboy2].rsn											777831AF	101446
Jaleco Rally Big Run - The Supreme 4WD Challenge [jbrr].rsn						AB329D28	46667
Jaki Crush [jc].rsn											56C4BE4A	60829
Jimmy Connors Pro Tennis Tour [jcptt].rsn								E52B451B	45635
Judge Dredd [jd].rsn											294CC30B	126611
Jeopardy! [jeop].rsn											E68866EB	68478
Jerry Boy (Smartball) [jerry].rsn									385F92E9	59639
Jetsons - Invasion of the Planet Pirates [jets].rsn							98915A20	56249
Janyuuki Gokuu Randa [jgk].rsn										0EFE1B9D	48457
Jissen Kyotei [jkyo].rsn										EB43437F	147001
J League Excite Stage '94 [jle94].rsn									F0BB06F6	95329
J-League Excite Stage '95 [jle95].rsn									C00F7235	84548
J-League Soccer Prime Goal [jlpg].rsn									9C64755A	93853
J-League Soccer Prime Goal 2 [jlpg2].rsn								87C1EE62	170869
J-League Soccer Prime Goal 3 [jlpg3].rsn								238B9195	206643
J-League Super Soccer '95 [jls95].rsn									61EDEBE4	73973
J-League Super Soccer (Virtual Soccer) [jlss].rsn							26B4741F	152061
Jim Lee's Wild C.A.T.S. [jlwc].rsn									5E6DC1B0	143935
Joe and Mac [jm].rsn											E114305C	128855
Joe and Mac 2 [jm2].rsn											1C9315F4	92707
Jissen! Mahjong Shinan [jmahs].rsn									D66158FC	58787
John Madden Football [jmf].rsn										6C94175A	79043
Jim Power [jmpwr].rsn											29BF5DD8	82593
Jammes [jms].rsn											7E6BC161	27234
Jack Nicklaus Golf [jng].rsn										91C23E3F	39784
HAL's Hole in One Golf [joho].rsn									90C21287	79250
Jojo no Kimyou na Bouken [jojo].rsn									E92399A7	126962
Jikkyou Oshaberi Parodius (Parodius 3) [jop].rsn							559EB837	373951
Jungle no Ojya Tachan [jot].rsn										5CDFF150	64884
Jurassic Park [jp].rsn											81269962	295846
Jurassic Park 2 [jp2].rsn										804DACCB	255587
Jissen Pachinko Hisshouhou! 2 [jph2].rsn								A1A4D925	85929
Jikkyou Powerful Pro Yakyuu 3 [jppy3].rsn								4427835B	133447
Jutei Senki [js].rsn											C14342D3	55656
Jungle Strike [jst].rsn											0C17E530	140692
Justice League Task Force [jstcl].rsn									D6C661CF	119232
Jumpin' Derby [jumpd].rsn										B00403EC	79734
Jungle Wars 2 [jw2].rsn											E5693B4D	131745
Kirby's Avalanche [ka].rsn										3B6406BD	244199
King Arthur and the Knights of Justice [kakj].rsn							082E1B79	135484
BS Gal Kan Bazooka Dai-5-Kan [kan].rsn									D4A23FDC	47141
Kabuki Rocks [karo].rsn											DBED591B	96089
King Arthur's World [kaw].rsn										CFB449BB	51817
Kidou Butoden G-Gundam [kbgg].rsn									CF9CEBE0	153922
Kablooey [kbly].rsn											89291F62	90564
Kawasaki Caribbean Challenge [kcc].rsn									04B65AA6	88526
Kingyo Chuihou! Tobidase Game Gakuen [kctgg].rsn							B4CBDB11	220165
Kunio-Kun no Dodgeball [kdb].rsn									A5B8F762	114374
Kirby's Dream Course [kdc].rsn										21D2FFFD	88017
Kirby's Dream Land 3 [kdl3].rsn										22F0E0EA	137036
Kenyu Densetsu Yaiba [kdy].rsn										3C521B5A	98580
Kishin Douji Zenki [kdz].rsn										0C9265F7	232938
Kishin Douji Zenki - Denei Raibu [kdz2].rsn								C97E0CC8	167928
Kishin Douji Zenki 3 [kdz3].rsn										1EFE9E3B	249783
Keeper [keep].rsn											7A12F3D8	96003
Keiba Eight Special 2 [kesp2].rsn									2F305445	113630
Ken Griffey Jr. Presents - Major League Baseball [kgjb].rsn						10CE4B5F	72269
Koi ha Balance - Battle of Lovers [khb].rsn								5D616EFA	102489
Katou Hifumi Kudan Shougi Club [khksc].rsn								1F16448E	12323
Killer Instinct [ki].rsn										A6015502	306681
Kiki Kaikai (Pocky & Rocky) [kiki].rsn									00C3A1D3	63039
Kiki Kaikai 3 (Pocky & Rocky 2) [kiki3].rsn								30E03982	135803
Kerokero Keroppi no Bouken Nikki [kkbn].rsn								C65EE7B1	24398
Kirby's Kira Kira Kids [kkk].rsn									D7CE042C	76770
Kishin Korinden Oni [kko].rsn										2EB46E16	151153
Kidou Keisatsu Patlabor [kkp].rsn									66BEAE27	99231
Kevin Keegan's Player Manager [kkpm].rsn								B9E3BF3D	24876
Kid Klown in Crazy Chase [klown].rsn									32D2BFE4	70229
King of the Monsters [km].rsn										1ADE1894	47013
King of the Monsters 2 [km2].rsn									080735EE	162357
Kikuni Masahiko no Jantoushi Dora Ou [kmjdo].rsn							4BCE5314	117150
Kindai Mahjong Special [kmsp].rsn									F847A5D4	57099
Kyuuyaku Megami Tensei [kmt].rsn									E92EDEBD	64193
Kouryu no Mimi [knm].rsn										22A96E02	90558
Kunio no Oden [kno].rsn											785F11C3	74420
BS Kirby no Omocha Hako - Baseball [knoh].rsn								B675E1F8	39471
Kirby no Omochabako - Hoshi Kuzushi [knok].rsn								7C0FABF9	46456
Kawa no Nushi Tsuri 2 [knt2].rsn									714D5397	123100
Kamaitachi no Yoru [kny].rsn										181DF768	196437
Kick Off [ko].rsn											90FB29C1	44260
Kick Off 3 [ko3].rsn											249E9B87	80319
King of Dragons, The [kod].rsn										A88833D5	127739
Konae-Chan no DokiDoki Pengin Kazoku [konae].rsn							B1AB9E01	79645
King of Rally, The [kor].rsn										C244111C	62018
Knights of the Round [kotr].rsn										0097ED79	66110
Kamen Rider [kr].rsn											3F2829B7	143302
Kabuki-chou Reach Mahjong Tonpuu Sen [krmt].rsn								E2799D55	49558
Kamen Rider SD - Shutsugeki!! Rider Machine [krsd].rsn							26457874	47228
Kouryuuki [kryk].rsn											30E26505	172067
Kawasaki Superbike Challenge [ksc].rsn									448E8DF8	36518
Krusty's Super Funhouse [ksfh].rsn									D9D96215	60694
Kakinoki Shougi [ksh].rsn										721F33C2	24245
Koushien 2 [ksn2].rsn											15A966F4	84185
Koushien 3 [ksn3].rsn											338EE491	238366
Kirby Super Star [kss].rsn										E36E7251	175192
Shigetaka Kashiwagi's Top Water Bassing [kstwb].rsn							B1A7A8BB	40251
Kidou Senshi V Gundam [ksvg].rsn									A17D3482	70538
Shin Nekketsu Kouha - Kunio Tachi no Bannka [ktb].rsn							6372BABB	130789
Kaizou Tyoujin Shubibinman Zero [ktsz].rsn								E32E293E	125956
Keiba Yosou - Baken Renkinjutsu [kybr].rsn								99344417	32808
Lagoon [lag].rsn											937E36FA	72014
Last Action Hero [lah].rsn										5DD0EC16	52080
Live A Live [lal].rsn											A25DE08D	244599
Lamborghini American Challenge [lambo].rsn								30AC7AAA	77203
La Wares [lawa].rsn											0DD06879	65914
Last Bible 3 [lb3].rsn											C0D50050	281471
Lady Stalker [ldst].rsn											EFFBC96F	90106
Legend [leg].rsn											3D0B0005	43746
Lemmings [lem].rsn											1341753E	133473
Lemmings 2 [lem2].rsn											60FF2132	159939
Lethal Enforcers [len].rsn										33A0140C	138683
Lethal Weapon [lethw].rsn										CBE9746C	114526
Last Fighter Twin [lft].rsn										2F53C9EE	44616
Libble Rabble [libl].rsn										422BFDE2	34140
Light Fantasy [lifa].rsn										847D2418	89893
Lion King, The [lion].rsn										D30D389F	455434
Lucky Luke [ll].rsn											454D2F8C	116275
Lord Monarch [lm].rsn											53AEA115	46128
Little Magic [lmag].rsn											15D8E785	68397
Little Master [lmas].rsn										2A5FC863	122068
Lawnmower Man, The [lmm].rsn										A0F05027	80703
Paladin's Quest (Lennus) [ln].rsn									E6A45C92	87654
Lennus 2 [ln2].rsn											0E56B88F	180307
Liberty or Death [lod].rsn										718D8844	62268
Logos Panic [lopa].rsn											ADA4601A	113004
Legend of Zelda - A Link to the Past, The [loz3].rsn							F2AFC8E6	77695
Lode Runner Twin [lrt].rsn										9176FB89	123758
Looney Tunes Basketball [ltbb].rsn									695962D2	108088
Lester the Unlikely [ltul].rsn										71A6E3E4	125080
Out to Lunch [lunch].rsn										07149D71	73460
Lupin the 3rd [lupin].rsn										CD840313	155078
Love Quest [lvqst].rsn											9E1F86BE	174742
Madden NFL '94 [m94].rsn										C3EDE050	122891
Madden NFL '95 [m95].rsn										3C23E1E8	126034
Madden NFL '96 [m96].rsn										139C09E5	112494
Madden NFL '97 [m97].rsn										2FE33984	132880
Madden '97 (Super Gameboy) [m97gb].rsn									CF0A87F7	48822
Madden NFL '98 [m98].rsn										64B416F9	113366
M.A.C.S. Basic Rifle Simulator [macs].rsn								88F8454A	48994
Magna Braban [magna].rsn										6369357D	96936
Mahjong Club [mahcl].rsn										9189F743	32573
Majyuuou [maj].rsn											E93481E8	160874
Mahjong Touhaiden, The [majt].rsn									D0FC0D93	75169
Madou Monogatari [mam].rsn										AC8869D6	115889
Makeruna Makendou (Kendo Rage) [mama].rsn								0DEA4B1B	128989
Makeruna Makendou 2 [mama2].rsn										07B4CE4B	251606
7th Saga 2 - Mystic Ark [mark].rsn									67108766	216179
Daffy Duck - The Marvin Missions [marv].rsn								72F97099	73806
Mask, The [mask].rsn											12CA8F18	130629
Math Blaster - Episode One [mathb].rsn									7D4AC2C2	93435
Maui Mallard in Cold Shadow [maui].rsn									2B499C9E	165780
Mario & Wario [mawa].rsn										61C21FCB	122956
Mazinger Z [mazz].rsn											EAE330C8	190284
Magicboy [mboy].rsn											723D727D	99181
Metal Combat - Falcon's Revenge [mc].rsn								D82FC5A7	202123
Magical Drop [mcdp].rsn											46283929	88185
Magical Drop 2 [mcdp2].rsn										5549EAF1	48562
Miracle Casino Paradise [mcp].rsn									2BDC856C	99679
Magic Sword [mcsd].rsn											FE6B2547	78080
Mechwarrior [mcwr].rsn											81AD16D0	90028
Mechwarrior 3050 [mcwr3].rsn										1011AA07	65170
Momotarou Dentetsu Happy [mdh].rsn									EA7D95CF	215665
Madara 2 [mdr2].rsn											D481063C	201571
Youchien Senki Madara Saga [mdrs].rsn									F8554D42	64824
Metal Marines [mema].rsn										E9E5D066	97338
Metal Morph [memo].rsn											8773EE03	156966
Miracle Girls [mg].rsn											26AC6568	100308
Magical Pop'n [mgp].rsn											432DE7AB	104049
Mahjong Gokuu Tenjiku [mgt].rsn										E8A0AEC5	89427
Mohawk and Headphone Jack [mhj].rsn									55AD4CA2	138475
Mahjong Hishouden - Naki no Ryuu [mhnr].rsn								E876E425	33747
Milandra [mil].rsn											D5613D62	79865
BS Dan Dan Belt Conveyor Milk no Maki [milk].rsn							14A819BA	49507
Mario is Missing [mim].rsn										485CA0FF	60661
Micro Machines [mima].rsn										0B800F9D	37900
Micro Machines 2 [mima2].rsn										15374588	87428
Michael Jordan - Chaos in the Windy City [mjcwc].rsn							3131B568	90720
Magic Johnson's Super Slam Dunk [mjssd].rsn								24DAA153	35096
Mortal Kombat [mk].rsn											22CFCC03	109361
Mortal Kombat 2 [mk2].rsn										18D69FB3	110099
Mortal Kombat 3 (Ultimate Mortal Kombat) [mk3].rsn							4849E02B	89732
Matsumura Kunihiro Den [mkh].rsn									87770BB7	142137
Maka Maka [mkmk].rsn											C1ED6A5A	69155
Mahou Kishi Reiasu (Magic Knight Rayearth) [mkr].rsn							146B6C23	153375
Mega-Lo-Mania [mlm].rsn											9E8D616F	64159
Mickey Mania - The Timeless Adventures of Mickey Mouse [mm].rsn						4BF1E736	47995
Might and Magic 2 (European Version) [mm2].rsn								C0D64573	55756
Might and Magic 2 (Japanese Version) [mm2j].rsn								00655349	89076
Might and Magic 3 [mm3].rsn										62BA2E67	92283
Mega Man 7 [mm7].rsn											0A119563	138908
Mighty Max [mmax].rsn											F75CFD3E	69453
Metal Max 2 [mmax2].rsn											C7E7EA36	126621
Metal Max Returns [mmaxr].rsn										4764C45D	182202
Marko's Magic Football [mmf].rsn									7699587B	61863
Mick & Mack as the Global Gladiators [mmgg].rsn								D02221C5	129568
Megaman Soccer [mms].rsn										F731B242	86500
Mega Man X [mmx].rsn											FB24E1BE	89403
Mega Man X2 [mmx2].rsn											0BA81ED4	103255
Mega Man X3 [mmx3].rsn											AFE9CD18	82800
Earthbound (Mother 2) [mo2].rsn										35E1F5E1	916208
Modular Escape [mode].rsn										27FE8123	794554
Monstania [mon].rsn											71A052B1	185126
Monopoly (Western version) [mono].rsn									7BD90A95	72960
Monopoly 2 [mp2].rsn											29A162AF	122713
Monopoly (Japanese Version) [mpjp].rsn									03E048B0	61537
Ms. Pac-Man [mpm].rsn											0F0D517F	28005
Mario Paint [mpnt].rsn											7DA042B9	205876
Mahou Poi Poi Poitto! [mppp].rsn									6772AB49	52320
Magical Quest starring Mickey Mouse, The [mq].rsn							04245CCD	60217
Magical Quest 2 - The Great Circus Mystery, The [mq2].rsn						A0D28AF2	87927
Magical Quest 3, The [mq3].rsn										C33195EA	97529
Mr. Do [mrdo].rsn											64502E22	40640
Melfand Stories [ms].rsn										1558C24A	135981
Mary Shelley's Frankenstein [msfr].rsn									E411124A	73991
Metal Slader Glory - Director's Cut [msg].rsn								87F9C9EA	254787
Mario's Super Picross [msp].rsn										23BC4529	156669
Majin Tensei [mt].rsn											B5F4D8F4	119864
Majin Tensei 2 [mt2].rsn										BD15A85D	431463
Maten Densetsu [mtd].rsn										2B86CBD1	87786
Mario's Time Machine [mtm].rsn										828BF496	62940
Magical Taruruto Kun [mtma].rsn										38E75D6D	46123
Multi-Play Volleyball [mtpvb].rsn									3295347F	49767
Mickey's Ultimate Challenge [muc].rsn									BA945041	38421
Manchester United Championship Soccer [mucs].rsn							FFDF4933	24835
Mulan (Super Gameboy) [mulan].rsn									0B1A3145	48233
Gousou Jinrai Densetsu Musya (Musya - Imoto's Saga) [musya].rsn						3B478CEC	61659
Marvelous [mvls].rsn											587F86F5	127149
Metal Warriors [mw].rsn											E67A4358	65331
Motoko-chan no Wonder Kitchen [mwk].rsn									B6E54C2B	113805
Mystery Circle [myc].rsn										FEC50E3B	42448
Mini Yonku Shining Scorpion [myss].rsn									8E1DD3CF	41574
BS Nintendo HP 5-17 [n517].rsn										BAA4C1CA	35242
BS Nintendo HP 5-31 [n531].rsn										A0D8E338	36047
Nichibutsu Arcade Classics [nac].rsn									B8E0C2C3	106371
Nichibutsu Arcade Classics 2 [nac2].rsn									1C6E66FF	97744
NBA All-Star Challenge [nasc].rsn									38FE3F34	125811
Naruhodo The World [nawo].rsn										97F461AC	104127
NBA Live '97 [nba97].rsn										29BEA302	185797
NBA Live '98 [nba98].rsn										8B7E6C13	243284
NBA Give 'N Go (NBA Jikkyou Basket Winning Dunk) [nbagg].rsn						AD3E086A	138045
NBA Hang Time [nbah].rsn										67C34D0F	120525
NBA Jam [nbaj].rsn											D400F06C	72057
Nobunaga no Yabou Busyo Fuunroku [nbb].rsn								AD1689E0	60997
Nobunaga no Yabou Haouden [nbh].rsn									1BD18F5C	161863
Nobunaga no Yabou Tenshouki [nbt].rsn									6852C3DB	168841
Nobunaga no Yabou Zenkokuban (Nobunaga's Ambition) [nbz].rsn						57840785	47401
NCAA Football [ncaaf].rsn										394BF7C0	112863
NCAA Basketball [ncab].rsn										F649B2FD	87421
Natsuki Crisis Battle [ncb].rsn										6CCB4F7B	233077
No Escape [ne].rsn											DB986BBF	74044
Neugier [neu].rsn											443EEEA5	118194
Nosferatu [nf].rsn											D562D282	147456
NFL Football [nfb].rsn											423E5732	73854
NCAA Final Four Basketball [nffb].rsn									E32F9804	50070
Ninja Gaiden Triology [ngt].rsn										69A16AEB	173470
Newman-Haas Indy Car Racing [nhic].rsn									89A6CD62	86954
NHL Stanley Cup [nhlsc].rsn										56B7523A	90494
Nightmare Busters (Beta) [nibus].rsn									9B70759E	67225
Nigel Mansell's World Championship Racing [nigel].rsn							0AD10830	53844
Nontan to Issyo Kuru Kuru Puzzle [nikk].rsn								8192EAB4	104019
NBA Jam Tournament Edition [njte].rsn									56A821B6	94737
Nage Libre [nl].rsn											2B06E449	43129
Asameshimae Nyanko [nnk].rsn										2FB25813	210497
Nintendo Power Menu Program [npmp].rsn									54F6055A	11667
NFL Quarterback Club [nqc].rsn										972994FD	63911
NFL Quarterback Club '96 [nqc96].rsn									39AC182D	102366
Network Q Rally [nqr].rsn										C0DA98B0	41805
Nolan Ryan's Baseball [nrbb].rsn									0509E02C	39398
Nangoku Syonen Papuwa Kun [nspk].rsn									041EAD9D	160821
Nekketsu Tairiku Burning Heroes [ntbh].rsn								FA31064A	108692
Numbers Paradise [nump].rsn										E9B6F935	41257
Mr. Nutz [nutz].rsn											56BB5121	108234
N-Warp Daisakusen [nwd].rsn										BF2D0DC0	126360
New Yatterman [ny].rsn											D283AF42	151052
Okamoto Ayako to Match Play Golf [oampg].rsn								E206F037	51093
Ohmono Black Bass Fishing - Jinzouko Hen (Mark Davis' The Fishing Master) [obbf].rsn			68CCBD24	98282
Out of Bounds Golf [obg].rsn										B268C59E	161441
Obitus [obi].rsn											01F1C60C	53953
Oda Nobunaga - Haou no Gundan [odanb].rsn								568E67F7	46467
Oekaki Logic [oelo].rsn											AA6DFC1F	42074
Operation Europe - Path to Victory [oeptv].rsn								6925A1B3	46885
Super Off Road [off].rsn										09DEBC94	50153
Ogre Battle [ogre].rsn											D69E4C9C	93611
Otogirisou [ogs].rsn											B1921BEB	236318
Super Okuman Tyoja Game [okutg].rsn									37A572DA	102767
Operation Logic Bomb [olb].rsn										6A15E22B	59534
Olivia no Mystery [olim].rsn										5F85A2BF	74334
Otoboke Ninja Colosseum [onc].rsn									2CD9AFE3	90191
O-chan no Oekaki Logic [ool].rsn									7579B0C0	109160
Ozumou Tamashii [oozta].rsn										ADA0F12F	57461
Oraga Land Shusai [osbs].rsn										45D72AFE	55120
Oscar [oscar].rsn											86FD8AFE	63225
Olympic Summer Games [osg].rsn										CCDBA8FE	53953
Olympic Summer Games (Super Gameboy) [osggb].rsn							0194C3B6	50286
Operation Thunderbolt [othnd].rsn									7945D582	65846
Othello World [othw].rsn										9F313B53	41844
Ongaku Tukuoolu Kanadeeru [otk].rsn									62E45B02	55101
Outlander [otld].rsn											E0168321	41647
Pac-Attack [paca].rsn											0B614062	43840
Pac-Man 2 - The New Adventures [pacm2].rsn								0299676E	166507
Pagemaster [page].rsn											C4530712	108630
Packy and Marlon [pam].rsn										73C7BDEB	92295
Pebble Beach Golf Links [pbgl].rsn									7664E6B1	112735
Parodius Da! [pd].rsn											F10944EF	121683
Pirates of Dark Water [pdw].rsn										2DAFFA75	116521
Popeye - Ijiwaru Majo Sea Hag No Maki [peye].rsn							73D992B5	112005
Pitfall - The Mayan Adventure [pfma].rsn								A4267842	231322
PGA Tour '96 [pga96].rsn										E96AF0CC	65643
PGA European Tour [pgae].rsn										D4B38EF6	72717
PGA Tour Golf [pgat].rsn										49E11437	73777
Phalanx [phlnx].rsn											63B3CE1B	64638
Power Instinct [pi].rsn											621013CD	190036
Pieces (Jigsaw Party) [piece].rsn									372013F9	95187
Power Piggs of the Dark Ages [piggs].rsn								32C2CF7C	80931
Pikiinya! [piki].rsn											B4A0630B	229299
Pink Goes to Hollywood [pink].rsn									5B8EE13A	78342
Pinocchio [pino].rsn											5471D834	214674
Pipe Dream [pipe].rsn											257521C3	64856
Poko-Nyan! [pkn].rsn											CDEAF44C	130885
Plok! [plok].rsn											F2CECFFC	79939
Power Lode Runner [plr].rsn										A50BFF4C	72236
Prehistorik Man [pman].rsn										640231B4	100136
Pachinko Maruhi Hisshouhou [pmh].rsn									BCC95500	90383
Pro Mahjong Kiwame [pmk].rsn										E5EC2266	48295
Pro Mahjong Kiwame 2 [pmk2].rsn										DCF5F642	47933
Pro Mahjong Kiwame 3 [pmk3].rsn										F74612C9	74642
Pro Mahjong Kiwame GB (Super Gameboy) [pmkgb].rsn							009A866C	47219
Parlor! Mini series (BGM Compilation) [pms].rsn								F448529E	135779
Power Moves [pmv].rsn											77F3F793	58897
Pop'n Smash!! [pns].rsn											19A4684A	80497
Pac-in-Time [pnt].rsn											553CDD48	78294
Pop 'n' Twinbee [pntb].rsn										3C03C925	148068
Poko-Nyan! Yume no Daibouken (Super Gameboy) [pnyd].rsn							1677747E	58567
Panic in Nakayoshi World [pnyw].rsn									2DA76EE0	86465
Pocahontas (Super Gameboy) [poca].rsn									4FCAAFD2	47232
BS Pokekame Magajin [poke].rsn										0AB53238	43340
Prince of Persia [pop].rsn										A858DEA8	69714
Prince of Persia 2 [pop2].rsn										B85E366E	57645
Popful Mail [popfm].rsn											F74D5077	78114
Power of the Hired [poth].rsn										CDCDCA7B	128631
Jikkyou Powerful Pro Yakyuu '94 [pow94].rsn								357CB992	136501
Power Drive [powdr].rsn											5847AF52	186350
Kyouraku Sanyou Toyomaru Parlor Parlor! [pp].rsn							956E7884	68949
Kyouraku Sanyou Toyomaru Daiichi Maruhon Parlor Parlor! 2 [pp2].rsn					2FE8D139	60334
Kyouraku Sanyou Toyomaru Okumura Taiyou Parlor Parlor! 3 [pp3].rsn					B887A24C	61562
Kyouraku Sanyou Toyomaru Okumura Daiichi Maruhon Parlor Parlor! 4 CR [pp4].rsn				4C19784B	62814
Kyouraku Sanyou Maruhon Parlor Parlor! 5 [pp5].rsn							14EA3CA4	59824
Popoitto Hebereke [pph].rsn										AC64B41E	53138
Porky Pig's Haunted Holiday [pphh].rsn									886FBFBA	252289
Populous [ppl].rsn											5F53AE16	75805
Poi Poi Ninja World [ppnw].rsn										5CC7BB6A	41976
Power Rangers [pr].rsn											75151960	94472
Primal Rage [prage].rsn											2532A78E	128594
Power Rangers - The Fighting Edition [prfe].rsn								56DA68ED	58568
Prime [prime].rsn											F9BC9AF6	49627
Princess Minerva [prmn].rsn										A139A769	134578
Mighty Morphin' Power Rangers - The Movie [prmv].rsn							2C152D22	88175
Pro Quarterback [proq].rsn										3EDCBFB9	81920
Pachinko Renchan Tengoku - Super CR Special [prt].rsn							156710E1	60540
Power Rangers Zeo - Battle Racers [prz].rsn								C2B9EAE7	70204
Power Slide FX [psfx].rsn										E82DC744	42165
Pro Sport Hockey [psh].rsn										A1DC8DC2	50397
Putty Squad [psq].rsn											D9896DFD	96395
Psycho Dream [psycho].rsn										CA52217C	79601
Pachinko Tetsujin - Shichiban Shoubu [ptss].rsn								72B001FB	93933
Pilotwings [ptws].rsn											CAE20411	40056
Puzzle Bobble (Bust-A-Move) [pubo].rsn									DA224BD4	51214
Pushover [push].rsn											20AA9D64	49668
Powermonger [pwrmg].rsn											B0C1BE82	55709
Pro Yakyuu Nettou Puzzle Stadium [pynps].rsn								D86E939C	85680
Q-bert 3 [qb3].rsn											2870EEC7	82394
Rendering Ranger [r2].rsn										8DA852CF	153023
Race Drivin' [raced].rsn										3F7EB928	49405
Rampart [ramp].rsn											8B4368E0	78525
Rap Basketball [rapbb].rsn										AA64ED91	49831
Ruin Arm [rarm].rsn											DD6FD9B5	185916
Riddick Bowe Boxing [rbb].rsn										3B9FEC8D	89147
Super RBI Baseball [rbi].rsn										AEBE0DFC	133247
